id,keyword,freq
18387,countrysystem,1.0
18388,countrytarget,1.0
18389,countrytrust,1.0
18390,countryusa,2.0
18391,countrywaste,1.0
18392,counttop,1.0
18393,county,185.0
18394,countyexpand,2.0
18395,coupe,61.0
18396,couple,409.0
18397,couplecoli,1.0
18398,coupled,4.0
18399,coupler,1278.0
18400,coupleragricultural,2.0
18401,couplercall,1.0
18402,couplerdistribution,1.0
18403,couplerfor,3.0
18404,couplergrab,4.0
18405,couplerholder,1.0
18406,couplering,16.0
18407,couplermobile,1.0
18408,couplerofd,1.0
18409,couplerrse,1.0
18410,couplers,6.0
18411,couplersrf,1.0
18412,couplersrftermination,1.0
18413,couplerwant,1.0
18414,couplerwe,1.0
18415,couplerwish,1.0
18416,couples,1.0
18417,couplesring,1.0
18418,couplign,1.0
18419,coupling,1984.0
18420,couplingcustomer,1.0
18421,couplingeinstall,1.0
18422,couplingforge,1.0
18423,couplingh,6.0
18424,couplingprovide,77.0
18425,couplings,9.0
18426,coupon,38.0
18427,courage,2.0
18428,courier,4.0
18429,courrugate,1.0
18430,course,655.0
18431,courseadditional,1.0
18432,coursebook,1.0
18433,coursecontract,1.0
18434,courseheat,1.0
18435,courses,4.0
18436,court,71.0
18437,courts,1.0
18438,courtship,1.0
18439,coury,12.0
18440,couryparty,1.0
18441,couscous,25.0
18442,couse,1.0
18443,cousion,1.0
18444,coussin,1.0
18445,coustomer,1.0
18446,coustomize,1.0
18447,couter,2.0
18448,coutersink,1.0
18449,coutire,1.0
18450,coutry,2.0
18451,couture,18.0
18452,couturier,1.0
18453,couver,1.0
18454,cov,1.0
18455,covage,16.0
18456,covalently,24.0
18457,covance,1.0
18458,covastone,33.0
18459,cove,17.0
18460,coved,104.0
18461,covedbacksplash,1.0
18462,covenient,28.0
18463,cover,7874.0
18464,coveraccording,1.0
18465,coverage,481.0
18466,coveragegateway,1.0
18467,coveragehydrophilic,1.0
18468,coverageremotely,1.0
18469,coverageskin,1.0
18470,coveragewireless,2.0
18471,coverall,6.0
18472,coveralls,4.0
18473,coverallshike,1.0
18474,coverbrake,1.0
18475,covercoat,1.0
18476,covercycle,1.0
18477,coverd,45.0
18478,coverdetail,1.0
18479,coverdischarger,1.0
18480,coverdisposable,1.0
18481,coverdiversified,2.0
18482,covered,958.0
18483,coveretctilltese,16.0
18484,coverexchager,1.0
18485,coverfirst,1.0
18486,coverfree,1.0
18487,coverglobal,1.0
18488,covergray,1.0
18489,coverindustry,1.0
18490,covering,1096.0
18491,coveringblind,1.0
18492,coverings,3.0
18493,coveringsthe,1.0
18494,coverinside,1.0
18495,coverits,1.0
18496,coverlarge,1.0
18497,coverlawn,1.0
18498,coverlay,2.0
18499,coverlet,1.0
18500,coverlid,4.0
18501,coverlighting,1.0
18502,covermanufacture,2.0
18503,covermobile,1.0
18504,covernetwork,1.0
18505,coverphysics,1.0
18506,coverportion,1.0
18507,coverprotect,3.0
18508,coverrecreational,1.0
18509,covers,31.0
18510,coversand,1.0
18511,coverscurtains,1.0
18512,coverst,1.0
18513,coverstitch,1.0
18514,coversurgical,1.0
18515,covert,94.0
18516,coveruv,34.0
18517,coveruvstabilize,1.0
18518,coverwhole,1.0
18519,covet,1.0
18520,coveyor,37.0
18521,covings,1.0
18522,covirus,1.0
18523,cow,238.0
18524,coway,7.0
18525,cowboy,3.0
18526,cowell,1.0
18527,cowellmedus,1.0
18528,cowheel,1.0
18529,cowhide,20.0
18530,cowhouse,1.0
18531,cowl,6.0
18532,cowling,1.0
18533,cowmain,1.0
18534,cowmattress,1.0
18535,coy,1.0
18536,coyote,8.0
18537,coza,2.0
18538,cozero,2.0
18539,cozy,228.0
18540,cozytec,1.0
18541,cpacity,2.0
18542,cpb,3.0
18543,cpc,35.0
18544,cpcm,10.0
18545,cpd,1.0
18546,cpe,62.0
18547,cpecem,1.0
18548,cpecemara,1.0
18549,cpere,43.0
18550,cpetitiveness,4.0
18551,cphr,1.0
18552,cpi,3.0
18553,cpih,1.0
18554,cpk,1.0
18555,cpl,1.0
18556,cplc,1.0
18557,cpm,28.0
18558,cpmpany,2.0
18559,cpmstricton,1.0
18560,cpnp,1.0
18561,cpp,67.0
18562,cpr,10.0
18563,cps,5.0
18564,cpsc,1.0
18565,cpsia,7.0
18566,cpt,5.0
18567,cpu,531.0
18568,cpuconsider,1.0
18569,cpucore,1.0
18570,cpumcu,1.0
18571,cpus,1.0
18572,cpv,5.0
18573,cpvc,89.0
18574,cqc,2.0
18575,cqwerty,4.0
18576,cra,4.0
18577,crab,221.0
18578,crabeast,1.0
18579,crabmeat,10.0
18580,crach,17.0
18581,crack,1018.0
18582,crackdown,1.0
18583,cracked,7.0
18584,cracker,69.0
18585,crackera,1.0
18586,crackeragent,1.0
18587,crackers,6.0
18588,crackerwhen,1.0
18589,crackhard,1.0
18590,cracking,10.0
18591,crackle,1.0
18592,cracks,4.0
18593,cracra,1.0
18594,cradle,385.0
18595,cradleactivecase,1.0
18596,cradlefunction,1.0
18597,cradleinvest,1.0
18598,cradleit,1.0
18599,cradleits,1.0
18600,cradlepolycarbonate,1.0
18601,cradles,1.0
18602,cradleswivel,1.0
18603,cradleyou,1.0
18604,craft,685.0
18605,craftcreate,1.0
18606,crafted,4.0
18607,crafting,2.0
18608,craftmanship,1.0
18609,craftmarine,1.0
18610,crafts,55.0
18611,craftsman,16.0
18612,craftsmanship,30.0
18613,craftsmaster,1.0
18614,craftwork,45.0
18615,crain,114.0
18616,cralwer,1.0
18617,cram,1.0
18618,cramp,56.0
18619,crampon,26.0
18620,crampons,1.0
18621,cramps,3.0
18622,crampsalejewelry,1.0
18623,crampsunblock,1.0
18624,cranberry,41.0
18625,crane,2482.0
18626,craneaccessory,1.0
18627,cranebrand,1.0
18628,cranecapacity,1.0
18629,cranedesignate,1.0
18630,cranedozer,1.0
18631,cranedump,1.0
18632,craneelastomeric,1.0
18633,cranegenerator,1.0
18634,cranehoist,1.0
18635,cranekobelco,1.0
18636,cranemachinery,2.0
18637,cranemixer,1.0
18638,cranemost,1.0
18639,craneprevent,1.0
18640,craneregardless,2.0
18641,cranes,72.0
18642,cranesewer,1.0
18643,cranespecial,1.0
18644,cranetop,1.0
18645,craneuse,2.0
18646,cranial,3.0
18647,craning,1.0
18648,craniofacial,26.0
18649,craniomaxillofacial,1.0
18650,crank,791.0
18651,crankcase,11.0
18652,crankcasecomd,1.0
18653,crankgear,1.0
18654,crankset,1.0
18655,crankshaft,38.0
18656,crankshafts,1.0
18657,crankshaftwater,1.0
18658,crape,2.0
18659,craps,2.0
18660,crash,288.0
18661,crashed,1.0
18662,crashlook,1.0
18663,crassirhizoma,1.0
18664,crate,69.0
18665,crater,1.0
18666,cravat,2.0
18667,crave,52.0
18668,crawl,1.0
18669,crawlar,38.0
18670,crawler,288.0
18671,crawlerdrill,3.0
18672,crayne,1.0
18673,crayon,199.0
18674,crayons,5.0
18675,craze,1.0
18676,crazing,1.0
18677,crazy,8.0
18678,crazyas,1.0
18679,crb,20.0
18680,crc,33.0
18681,crd,12.0
18682,crdi,17.0
18683,crdit,1.0
18684,crdue,1.0
18685,crdus,61.0
18686,cre,3.0
18687,crea,1.0
18688,creaam,1.0
18689,creadit,1.0
18690,creal,1.0
18691,cream,2993.0
18692,creambarber,1.0
18693,creambb,1.0
18694,creambrighten,1.0
18695,creambrightening,1.0
18696,creamcoffee,1.0
18697,creamcolor,1.0
18698,creamcomplexion,2.0
18699,creamdairy,1.0
18700,creamdamage,1.0
18701,creamdifferent,1.0
18702,creamdual,1.0
18703,creamello,1.0
18704,creamemulsion,1.0
18705,creamer,56.0
18706,creamessence,1.0
18707,creamestropipate,2.0
18708,creamfoundation,1.0
18709,creamgold,1.0
18710,creamic,1.0
18711,creamlacck,1.0
18712,creamlack,1.0
18713,creamlong,1.0
18714,creammaximize,1.0
18715,creamnaturally,1.0
18716,creamoil,1.0
18717,creamperfect,1.0
18718,creampure,1.0
18719,creams,3.0
18720,creamskin,1.0
18721,creamsnail,1.0
18722,creamstrengthen,1.0
18723,creamsuitable,1.0
18724,creamsupply,1.0
18725,creamthese,1.0
18726,creamtreatment,1.0
18727,creamupon,1.0
18728,creamy,11.0
18729,creamyou,1.0
18730,creaner,15.0
18731,crease,75.0
18732,creased,1.0
18733,creat,149.0
18734,creatditness,2.0
18735,create,4361.0
18736,createaesthetic,1.0
18737,createbrand,1.0
18738,created,15.0
18739,createdifference,1.0
18740,createdistinguished,1.0
18741,createeconomic,1.0
18742,createeveryone,1.0
18743,createfeedwater,1.0
18744,createideal,1.0
18745,createmaximum,1.0
18746,createnode,1.0
18747,createoptimal,1.0
18748,createparadigm,1.0
18749,createpartial,1.0
18750,createpath,1.0
18751,createpolite,1.0
18752,createprevent,1.0
18753,createproblem,1.0
18754,creates,23.0
18755,createsand,3.0
18756,createspecial,1.0
18757,createstrong,1.0
18758,creatine,17.0
18759,creating,76.0
18760,creatinine,24.0
18761,creation,721.0
18762,creationcomfortable,1.0
18763,creationedition,1.0
18764,creationprocess,1.0
18765,creations,1.0
18766,creationspace,9.0
18767,creationstable,1.0
18768,creative,558.0
18769,creativechina,1.0
18770,creativedesign,99.0
18771,creatively,86.0
18772,creativestudy,1.0
18773,creativethorough,1.0
18774,creativity,271.0
18775,creativitycurrently,1.0
18776,creativityparadigm,1.0
18777,creativityparish,1.0
18778,creativiy,1.0
18779,creator,48.0
18780,creatoutdoor,1.0
18781,creature,37.0
18782,creatures,2.0
18783,crebeau,1.0
18784,crecam,1.0
18785,creccer,1.0
18786,creckeryou,1.0
18787,cred,1.0
18788,credenza,1.0
18789,crediable,1.0
18790,credibility,5.0
18791,credible,73.0
18792,credit,913.0
18793,creditcard,2.0
18794,creditsecurely,1.0
18795,creditsuperiority,1.0
18796,cree,139.0
18797,creechip,1.0
18798,creed,3.0
18799,creek,2.0
18800,creel,1.0
18801,creep,41.0
18802,creeper,1.0
18803,crefrigeration,1.0
18804,crein,1.0
18805,crema,1.0
18806,cremacaracol,1.0
18807,cremator,2.0
18808,creme,3.0
18809,cremophor,1.0
18810,crene,1.0
18811,crenova,1.0
18812,creora,306.0
18813,creorahyosung,1.0
18814,creorainvista,1.0
18815,creosote,6.0
18816,crep,85.0
18817,crepe,126.0
18818,cres,2.0
18819,crescent,3.0
18820,crest,49.0
18821,crestal,5.0
18822,crevel,1.0
18823,crevice,79.0
18824,creview,2.0
18825,crevis,1.0
18826,crew,219.0
18827,crewman,1.0
18828,crews,1.0
18829,crewshop,1.0
18830,crfm,2.0
18831,crft,1.0
18832,crgo,1.0
18833,cri,48.0
18834,crib,4.0
18835,cribon,1.0
18836,cribs,2.0
18837,cricket,5.0
18838,crime,674.0
18839,crimedatum,1.0
18840,crimefeature,4.0
18841,crimeinstall,1.0
18842,crimepatrol,14.0
18843,crimes,1.0
18844,criminal,119.0
18845,crimp,77.0
18846,crimpallow,1.0
18847,crimped,3.0
18848,crimper,4.0
18849,crimping,9.0
18850,crimson,2.0
18851,crinable,2.0
18852,crinkle,5.0
18853,crinkled,85.0
18854,cripps,1.0
18855,cris,1.0
18856,crisis,17.0
18857,crisp,10.0
18858,crispa,3.0
18859,crispier,9.0
18860,crispy,106.0
18861,crispyroasted,1.0
18862,cristal,3.0
18863,cristalline,1.0
18864,criteria,27.0
18865,criteriadesign,2.0
18866,criterion,55.0
18867,criterionproviding,1.0
18868,critic,1.0
18869,critical,1042.0
18870,criticalenergy,2.0
18871,criticalimportance,1.0
18872,criticalregion,1.0
18873,criticalvalue,1.0
18874,criticism,29.0
18875,crm,162.0
18876,crm-based,1.0
18877,crmsetting,1.0
18878,crnae,1.0
18879,cro,3.0
18880,croaker,10.0
18881,croatia,5.0
18882,croatium,2.0
18883,crochet,468.0
18884,crocheted,538.0
18885,crocker,1.0
18886,crocle,1.0
18887,croco,1.0
18888,crocodile,22.0
18889,croenw,1.0
18890,crohns,2.0
18891,croissant,2.0
18892,croki,1.0
18893,cron,1.0
18894,cronza,1.0
18895,croodinate,1.0
18896,crop,950.0
18897,cropped,1.0
18898,cropper,64.0
18899,cropraw,1.0
18900,crops,25.0
18901,croquette,2.0
18902,croqui,2.0
18903,croquis,1.0
18904,cross,1026.0
18905,cross-contaminationpipetting,1.0
18906,cross-infected,1.0
18907,cross-infection,1.0
18908,cross-linkable,1.0
18909,cross-linking,1.0
18910,cross-platform,1.0
18911,cross-seasonal,1.0
18912,cross-sectional,1.0
18913,cross-stability,1.0
18914,cross-type,1.0
18915,cross-wrapper,1.0
18916,crossbar,1.0
18917,crossbeam,1.0
18918,crossbody,2.0
18919,crossbolt,1.0
18920,crossbow,2.0
18921,crossbreed,1.0
18922,crosscheck,1.0
18923,crossed,1.0
18924,crossenhance,1.0
18925,crosshead,3.0
18926,crossing,5.0
18927,crosslaminted,1.0
18928,crosslimk,1.0
18929,crosslink,59.0
18930,crosslinkbdde,1.0
18931,crosslinked,15.0
18932,crosslinker,2.0
18933,crosslinking,3.0
18934,crossmember,3.0
18935,crossover,2.0
18936,crosspolymer,1.0
18937,crossroad,49.0
18938,crosssection,2.0
18939,crossshade,1.0
18940,crossshred,1.0
18941,crosstab,1.0
18942,crosstalk,13.0
18943,crosstype,1.0
18944,crosswalk,95.0
18945,crosswise,1.0
18946,crow,4.0
18947,crowbar,3.0
18948,crowd,4.0
18949,crowdsourcing,1.0
18950,crower,2.0
18951,crown,421.0
18952,crowned,1.0
18953,crownix,41.0
18954,crownplastic,1.0
18955,crowns,1.0
18956,crows,1.0
18957,crp,1.0
18958,crrab,1.0
18959,crt,171.0
18960,cru,1.0
18961,crucial,3.0
18962,crucible,31.0
18963,crucibles,2.0
18964,cruciform,1.0
18965,crude,414.0
18966,crudeoil,1.0
18967,cruise,266.0
18968,cruisehospital,1.0
18969,cruiser,3.0
18970,cruizcore,1.0
18971,crum,2.0
18972,crumb,48.0
18973,crumble,1.0
18974,crumbly,44.0
18975,crumbtable,1.0
18976,crumpled,1.0
18977,crumplingdue,22.0
18978,crunch,38.0
18979,cruncheffect,1.0
18980,crunchiness,1.0
18981,crunching,4.0
18982,crunchy,16.0
18983,crunchystorage,1.0
18984,crunky,1.0
18985,crus,63.0
18986,crush,622.0
18987,crushaggregate,1.0
18988,crusheb,18.0
18989,crushed,174.0
18990,crushedanother,1.0
18991,crusher,849.0
18992,crusherbreaker,1.0
18993,crusherfork,1.0
18994,crusherfruit,1.0
18995,crusherit,1.0
18996,crushermachining,1.0
18997,crusherpulverizer,6.0
18998,crushers,2.0
18999,crushertop,1.0
19000,crushing,17.0
19001,crushingcompare,1.0
19002,crushmix,1.0
19003,crushpure,1.0
19004,crusing,1.0
19005,crust,5.0
19006,crustacean,150.0
19007,crustaceansfit,1.0
19008,crustaceansim,1.0
19009,crustaceanswhether,1.0
19010,crusting,37.0
19011,crustitis,1.0
19012,crutch,643.0
19013,cruze,2.0
19014,crv,57.0
19015,cry,2.0
19016,cryatal,1.0
19017,cryo,12.0
19018,cryocell,2.0
19019,cryogenic,210.0
19020,cryogenically,1.0
19021,cryogenics,1.0
19022,cryolite,1.0
19023,cryon,1.0
19024,cryopreservation,1.0
19025,cryopump,2.0
19026,cryosstamp,1.0
19027,cryostamp,1.0
19028,cryostat,1.0
19029,cryovial,1.0
19030,cryptocurrency,4.0
19031,cryptographic,1.0
19032,cryptography,1.0
19033,cryptosporium,1.0
19034,crysanthemum,2.0
19035,cryst,66.0
19036,crystal,1499.0
19037,crystalchain,1.0
19038,crystalclear,1.0
19039,crystalhexagonal,1.0
19040,crystalinner,1.0
19041,crystalline,244.0
19042,crystallinity,2.0
19043,crystallise,18.0
19044,crystallization,56.0
19045,crystallize,3.0
19046,crystallized,2.0
19047,crystals,8.0
19048,crystalware,1.0
19049,crystalwaveheat,1.0
19050,crystrial,14.0
19051,crytal,1.0
19052,csa,73.0
19053,csafety,1.0
19054,csagost,2.0
19055,csasafety,1.0
19056,csau,1.0
19057,csbr,1.0
19058,csc,5.0
19059,cse,1.0
19060,cseg,1.0
19061,csel,1.0
19062,csf,1.0
19063,csfv,69.0
19064,csg,1.0
19065,csi,2.0
19066,csk,2.0
19067,cskim,1.0
19068,csm,17.0
19069,csmart,4.0
19070,csmetics,1.0
19071,cso,1.0
19072,csoften,3.0
19073,csoftentaste,1.0
19074,csp,25.0
19075,cspecem,51.0
19076,csr,14.0
19077,css,1.0
19078,cssd,5.0
19079,cssp,65.0
19080,csst,2.0
19081,cstec,1.0
19082,cstroller,1.0
19083,csu,4.0
19084,csus,1.0
19085,csv,12.0
19086,ctac,1.0
19087,ctc,11.0
19088,ctcp,1.0
19089,ctcs,2.0
19090,ctcss,1.0
19091,ctczyme,13.0
19092,ctd,3.0
19093,ctds,1.0
19094,cte,1.0
19095,ctfa,20.0
19096,ctg,1.0
19097,cti,24.0
19098,ction,1.0
19099,ctis,1.0
19100,ctive,81.0
19101,ctl,40.0
19102,ctn,21.0
19103,cto,1.0
19104,ctor,1.0
19105,ctp,4.0
19106,ctr,80.0
19107,cts,1.0
19108,ctus,45.0
19109,ctusmiddliware,1.0
19110,ctv,4.0
19111,cuase,1.0
19112,cuba,1.0
19113,cuban,7.0
19114,cubby,86.0
19115,cubbyhouse,1.0
19116,cubbying,1.0
19117,cube,299.0
19118,cubebuilder,1.0
19119,cubecdm,1.0
19120,cubectm,1.0
19121,cubeiwr,1.0
19122,cubeiwrs,1.0
19123,cubeone,1.0
19124,cubepro,1.0
19125,cubes,2.0
19126,cubesafety,1.0
19127,cubic,98.0
19128,cubicle,19.0
19129,cubico,1.0
19130,cubism,1.0
19131,cubura,1.0
19132,cuby,1.0
19133,cuckoo,22.0
19134,cucumber,376.0
19135,cucumberprovide,1.0
19136,cucumbers,1.0
19137,cucurbitacce,1.0
19138,cucurbitaceous,48.0
19139,cue,4.0
19140,cuff,49.0
19141,cuffing,1.0
19142,cuffsearring,1.0
19143,cuircit,1.0
19144,cuisine,166.0
19145,cuittle,1.0
19146,cul,135.0
19147,culccc,1.0
19148,culch,11.0
19149,culi,89.0
19150,culinary,148.0
19151,cullet,69.0
19152,culletgrain,1.0
19153,culprit,36.0
19154,cultery,1.0
19155,cultivar,2.0
19156,cultivate,396.0
19157,cultivatecomposition,1.0
19158,cultivated,7.0
19159,cultivatedpulp,1.0
19160,cultivates,1.0
19161,cultivating,2.0
19162,cultivation,459.0
19163,cultivationenvironment,1.0
19164,cultivationformula,1.0
19165,cultivationmiscellaneous,1.0
19166,cultivationnuclear,1.0
19167,cultivationpower,1.0
19168,cultivator,20.0
19169,cultivonto,1.0
19170,cultr,1.0
19171,cultural,262.0
19172,culture,942.0
19173,culturecontent,1.0
19174,cultured,2.0
19175,culturer,1.0
19176,cultures,3.0
19177,culturetourism,1.0
19178,culturewolrd,1.0
19179,cultureyou,1.0
19180,culturing,2.0
19181,culvert,2.0
19182,cum,1.0
19183,cumbersome,30.0
19184,cumcura,1.0
19185,cumin,1.0
19186,cummin,2.0
19187,cummincome,1.0
19188,cummins,4.0
19189,cummunication,1.0
19190,cumulative,11.0
19191,cumus,2.0
19192,cuna,1.0
19193,cuneata,2.0
19194,cuni,2.0
19195,cunisicr,1.0
19196,cunstruction,1.0
19197,cunsumer,17.0
19198,cunus,87.0
19199,cuo,2.0
19200,cup,1406.0
19201,cupbase,1.0
19202,cupbear,2.0
19203,cupboard,231.0
19204,cupboards,1.0
19205,cupcake,2.0
19206,cupcakes,1.0
19207,cupe,1.0
19208,cupeasy,1.0
19209,cupel,3.0
19210,cupflat,1.0
19211,cupgenerally,1.0
19212,cupholder,2.0
19213,cupholderin,1.0
19214,cupholders,1.0
19215,cupid,1.0
19216,cuplermulti,1.0
19217,cuplermultus,1.0
19218,cuplus,1.0
19219,cupone,1.0
19220,cupped,1.0
19221,cupper,3.0
19222,cupping,5.0
19223,cupplus,1.0
19224,cupra,77.0
19225,cupraquick-drying,1.0
19226,cupro,58.0
19227,cupronickel,1.0
19228,cuprous,1.0
19229,cuprus,1.0
19230,cups,28.0
19231,cupsealing,1.0
19232,cupsleeve,1.0
19233,cur,19.0
19234,curable,92.0
19235,curablemarble,1.0
19236,curacao,1.0
19237,curacen,1.0
19238,curation,1.0
19239,curative,1.0
19240,curator,1.0
19241,curax,1.0
19242,curb,2.0
19243,curbside,1.0
19244,curbstone,13.0
19245,curcuma,59.0
19246,curcumin,8.0
19247,curcumine,1.0
19248,curd,50.0
19249,cure,1008.0
19250,cureability,1.0
19251,cured,3.0
19252,curent,2.0
19253,curently,2.0
19254,cureplus,1.0
19255,curer,45.0
19256,curerently,1.0
19257,cures,1.0
19258,curethe,1.0
19259,cureusally,1.0
19260,curing,139.0
19261,curingtime,1.0
19262,curiosity,14.0
19263,curious,4.0
19264,curl,962.0
19265,curler,814.0
19266,curling,36.0
19267,curlinghumidifer,1.0
19268,curlling,33.0
19269,curlor,1.0
19270,curls,1.0
19271,curly,3.0
19272,curo,1.0
19273,currant,2.0
19274,currculume,4.0
19275,currecncy,1.0
19276,currency,43.0
19277,currenlty,1.0
19278,current,5023.0
19279,currentdesign,1.0
19280,currentend,1.0
19281,currentfed,2.0
19282,currentfunction,1.0
19283,currenthomepage,1.0
19284,currentinsulation,1.0
19285,currentit,2.0
19286,currently,8.0
19287,currentlyhandle,1.0
19288,currentlyreleased,1.0
19289,currentmain,1.0
19290,currentmarket,1.0
19291,currentmodel,1.0
19292,currentoverload,1.0
19293,currentquick,5.0
19294,currentresistant,1.0
19295,currents,2.0
19296,currentto,1.0
19297,currenttransducer,1.0
19298,currentvarious,1.0
19299,currenty,1.0
19300,curricular,1.0
19301,curricullum,1.0
19302,curriculum,46.0
19303,curriculums,2.0
19304,currrently,1.0
19305,currugate,1.0
19306,curry,82.0
19307,currysnack,1.0
19308,cursh,1.0
19309,cursor,11.0
19310,curtain,1007.0
19311,curtainbedding,8.0
19312,curtaincushion,1.0
19313,curtaine,1.0
19314,curtainmy,1.0
19315,curtainpressure,1.0
19316,curtains,9.0
19317,curtainscurtains,1.0
19318,curtainsfabric,1.0
19319,curtainsupport,1.0
19320,curtainwall,2.0
19321,curtanin,1.0
19322,curtun,1.0
19323,curvature,122.0
19324,curvatures,1.0
19325,curve,404.0
19326,curved,211.0
19327,curvedlet,1.0
19328,curvedside,1.0
19329,curvehuman,1.0
19330,curves,1.0
19331,curvic,12.0
19332,curvilinear,90.0
19333,curvilinearhighly,1.0
19334,curvilinearoperation,1.0
19335,curvillinear,1.0
19336,curving,25.0
19337,curvingdegree,1.0
19338,curvy,2.0
19339,cusco,2.0
19340,cuscuta,216.0
19341,cuscutadodder,1.0
19342,cush,1.0
19343,cushion,1672.0
19344,cushioncar,2.0
19345,cushiondrclear,1.0
19346,cushioning,12.0
19347,cushioninggio,1.0
19348,cushionit,8.0
19349,cushionmake,1.0
19350,cushions,4.0
19351,cushionthe,1.0
19352,cushiony,1.0
19353,cushy,1.0
19354,cusine,1.0
19355,cusion,10.0
19356,cuskin,28.0
19357,cusotmer,1.0
19358,cusstomer,1.0
19359,custard,74.0
19360,custeel,1.0
19361,custer,5.0
19362,custermized,1.0
19363,custmer,97.0
19364,custo,4.0
19365,custody,2.0
19366,custoemr,1.0
19367,custol,1.0
19368,custom,1294.0
19369,custom-made,3.0
19370,custom-tailor,1.0
19371,customase,1.0
19372,customasing,1.0
19373,customazable,1.0
19374,customdesign,1.0
19375,custome,2.0
19376,customer,12401.0
19377,customer-centered,1.0
19378,customer-customized,2.0
19379,customer-oriented,1.0
19380,customer?,1.0
19381,customeracknowledge,1.0
19382,customeractivity,3.0
19383,customeravitation,1.0
19384,customerbenefit,1.0
19385,customerbutterfly,1.0
19386,customerchoose,1.0
19387,customercollect,1.0
19388,customercom,1.0
19389,customercompatibility,1.0
19390,customercomputer,1.0
19391,customercontact,1.0
19392,customercontinue,1.0
19393,customercorporate,1.0
19394,customerdecorate,3.0
19395,customerdemand,1.0
19396,customerdesigned,1.0
19397,customerdynamic,1.0
19398,customereasy,1.0
19399,customereconomically,1.0
19400,customerexpand,1.0
19401,customerfederal,2.0
19402,customerfield,1.0
19403,customerfinancial,1.0
19404,customerfta,1.0
19405,customerfully,3.0
19406,customerfurthermore,1.0
19407,customerhighest,1.0
19408,customerhutech,1.0
19409,customerice,1.0
19410,customerit,1.0
19411,customerize,2.0
19412,customerized,1.0
19413,customerkey,1.0
19414,customerlong,1.0
19415,customermarket,1.0
19416,customermiscellaneous,2.0
19417,customernecessary,1.0
19418,customerneed,2.0
19419,customerongoing,1.0
19420,customeroptional,1.0
19421,customerour,1.0
19422,customerpiping,1.0
19423,customerpress,1.0
19424,customerprice,3.0
19425,customerproduce,1.0
19426,customerpurchase,1.0
19427,customerrecognize,1.0
19428,customerrequirement,2.0
19429,customerroutinizedusingsmart,1.0
19430,customers,372.0
19431,customersassembly,1.0
19432,customersatisfaction,4.0
19433,customerscococizer,1.0
19434,customerscombiner,1.0
19435,customersdin,1.0
19436,customerseries,1.0
19437,customersfood,1.0
19438,customersgem,1.0
19439,customersimporter,1.0
19440,customersit,1.0
19441,customerspecialize,1.0
19442,customerspremium,1.0
19443,customersrich,1.0
19444,customersshould,1.0
19445,customersspecializing,1.0
19446,customerstable,1.0
19447,customersthe,6.0
19448,customerstruth,28.0
19449,customersurge,1.0
19450,customerswithout,1.0
19451,customertechnique,1.0
19452,customertesting,1.0
19453,customerthe,54.0
19454,customerusually,3.0
19455,customerwater,1.0
19456,customerwe,1.0
19457,customerwind,1.0
19458,customizable,330.0
19459,customizabledifferent,1.0
19460,customizablesbr,1.0
19461,customization,176.0
19462,customizationupon,1.0
19463,customize,2237.0
19464,customizecustom,1.0
19465,customized,192.0
19466,customizedindustrial,1.0
19467,customizeeither,1.0
19468,customizefeel,1.0
19469,customizeone,1.0
19470,customizeport,1.0
19471,customizeproposal,1.0
19472,customizeseries,1.0
19473,customizeservice,1.0
19474,customizesize,2.0
19475,customizesofa,1.0
19476,customizestandard,1.0
19477,customizesystembase,1.0
19478,customizeway,1.0
19479,customizing,20.0
19480,custommanufacture,1.0
19481,custommer,11.0
19482,customs,23.0
19483,customsuitable,4.0
19484,customzied,1.0
19485,customzing,1.0
19486,customzy,28.0
19487,custowhich,1.0
19488,custruction,1.0
19489,custumized,1.0
19490,cut,8542.0
19491,cut-off,2.0
19492,cut-out,2.0
19493,cutaccord,1.0
19494,cutain,5.0
19495,cutaneous,15.0
19496,cutauxiliary,1.0
19497,cutbend,2.0
19498,cutboard,1.0
19499,cutcarbo,3.0
19500,cutcast,1.0
19501,cutch,11.0
19502,cutcurrent,1.0
19503,cutdown,42.0
19504,cute,365.0
19505,cutedge,2.0
19506,cuteness,1.0
19507,cutest,14.0
19508,cutestylish,1.0
19509,cutethe,1.0
19510,cutever,1.0
19511,cutey,1.0
19512,cuthole,13.0
19513,cutia,1.0
19514,cuticle,112.0
19515,cuticles,2.0
19516,cutie,8.0
19517,cuting,1.0
19518,cutinstrument,1.0
19519,cutinternal,1.0
19520,cutinto,1.0
19521,cutlass,1.0
19522,cutlassfish,4.0
19523,cutleather,1.0
19524,cutlength,1.0
19525,cutlery,378.0
19526,cutlet,28.0
19527,cutletas,1.0
19528,cutline,1.0
19529,cutmachine,1.0
19530,cutoff,97.0
19531,cutoffit,1.0
19532,cutomer,3.0
19533,cutomized,1.0
19534,cutout,6.0
19535,cutoverload,1.0
19536,cutpure,1.0
19537,cutray,2.0
19538,cutroller,1.0
19539,cuts,5.0
19540,cutsharp,1.0
19541,cutshred,2.0
19542,cutsurface,1.0
19543,cuttechnology,2.0
19544,cutted,1.0
19545,cutter,1383.0
19546,cutterany,2.0
19547,cutterbased,1.0
19548,cutterbender,1.0
19549,cuttereasy,1.0
19550,cutterevery,1.0
19551,cutterfiber,1.0
19552,cutterfunctional,1.0
19553,cutterit,2.0
